user_id,taste,mood,texture,caffeine,temperature,budget,selected_items
190,asam,menyegarkan,light,non-kafein,dingin,low,"['TELANG SQUASH', 'BERRY SQUASH', 'JAHE MERAH', 'CHOCOLATE', 'KOPI LEMON']"
191,manis,manis,creamy,rendah,bebas,mid,"['BISCOFFEE', 'STRAWBERRY', 'BANANA', 'CRUNCHY CREAMY']"
192,manis,menyegarkan,heavy,non-kafein,bebas,bebas,"['STRAWBERRY', 'AVOCADO', 'KOPI GULA AREN', 'CHOCOLATE', 'BISCOFFEE']"
193,netral,menyegarkan,light,sedang,dingin,low,"['VARIASI PINK', 'TEH STRAWBERRY', 'MACCHIATO', 'KOPI LEMON', 'TEH HIJAU']"
194,manis,menyegarkan,creamy,rendah,dingin,bebas,"['KOPI GULA AREN', 'MANGO', 'BISCOFFEE', 'CRUNCHY CREAMY', 'STRAWBERRY']"
195,netral,manis,creamy,sedang,panas,low,"['LYCHEE SQUASH', 'TEH JAHE SEREH', 'TEH JAHE', 'LEMON SQUASH', 'KOPI GULA AREN', 'MACCHIATO']"
196,manis,manis,creamy,rendah,bebas,low,"['KOPI GULA AREN', 'CHOCOLATE', 'AVOCADO', 'STRAWBERRY', 'MANGO']"
197,asam,menyegarkan,bubbly,sedang,dingin,low,"['TEH JAHE SEREH', 'TEH LEMON', 'CAPPUCCINO']"
198,asam,menyegarkan,light,rendah,dingin,high,"['KOPI LEMON', 'LYCHEE SQUASH', 'TEH LECI']"
199,pahit,energi,heavy,sedang,dingin,mid,"['TEH STRAWBERRY', 'KOPI SODA', 'AMERICANO']"
200,pahit,rileks,light,tinggi,bebas,bebas,"['MOCHACCINO', 'KOPI LEMON', 'TEH', 'SANGER', 'MACCHIATO']"
201,manis,rileks,bubbly,rendah,panas,high,"['CHOCOLATE', 'MANGO', 'BANANA', 'CRUNCHY CREAMY', 'TEH']"
202,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['TELANG SQUASH', 'LEMON SQUASH', 'VARIASI PINK', 'LYCHEE SQUASH', 'MACCHIATO', 'MOCHACCINO']"
203,netral,rileks,heavy,rendah,dingin,bebas,"['LEMON KISS', 'KOPI SUSU', 'MACCHIATO', 'STRAWBERRY']"
204,asam,menyegarkan,bubbly,rendah,dingin,bebas,"['LYCHEE SQUASH', 'LEMON KISS', 'TEH LEMON']"
205,asam,manis,light,tinggi,dingin,bebas,"['TEH LEMON', 'BERRY SQUASH', 'CRUNCHY CREAMY', 'BISCOFFEE', 'AMERICANO', 'CHOCOLATE']"
206,pahit,rileks,bubbly,sedang,panas,bebas,"['KOPI GULA AREN', 'MOCHACCINO', 'ESPRESSO', 'SANGER', 'TEH STRAWBERRY', 'JAHE MERAH']"
207,pahit,energi,heavy,sedang,panas,mid,"['BISCOFFEE', 'KOPI SODA', 'AMERICANO', 'KOPI LEMON', 'KOPI GULA AREN']"
208,manis,manis,bubbly,sedang,bebas,low,"['BISCOFFEE', 'TEH', 'AVOCADO', 'MANGO', 'CRUNCHY CREAMY', 'KOPI GULA AREN']"
209,pahit,rileks,bubbly,tinggi,panas,bebas,"['BISCOFFEE', 'TEH SEREH', 'ESPRESSO', 'TEH JAHE', 'KOPI SUSU', 'MACCHIATO']"
210,manis,manis,heavy,non-kafein,dingin,high,"['MANGO', 'STRAWBERRY', 'BANANA']"
211,asam,menyegarkan,bubbly,rendah,bebas,mid,"['KOPI LEMON', 'TEH LEMON', 'TELANG SQUASH', 'AMERICANO', 'TEH', 'MOCHACCINO']"
212,pahit,menyegarkan,heavy,sedang,bebas,high,"['MACCHIATO', 'TEH JAHE', 'ESPRESSO', 'TEH HIJAU', 'KOPI LEMON']"
213,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['CRUNCHY CREAMY', 'LEMON SQUASH', 'LEMON KISS']"
214,manis,rileks,creamy,non-kafein,panas,bebas,"['MANGO', 'BANANA', 'STRAWBERRY', 'AVOCADO', 'CHOCOLATE', 'CRUNCHY CREAMY']"
215,netral,menyegarkan,bubbly,sedang,panas,mid,"['LEMON SQUASH', 'LYCHEE SQUASH', 'TEH SEREH', 'BERRY SQUASH', 'TEH JAHE']"
216,manis,energi,creamy,non-kafein,dingin,mid,"['CHOCOLATE', 'CRUNCHY CREAMY', 'STRAWBERRY']"
217,pahit,energi,light,tinggi,bebas,bebas,"['CAPPUCCINO', 'KOPI SUSU', 'KOPI GULA AREN']"
218,manis,rileks,creamy,rendah,bebas,bebas,"['BISCOFFEE', 'CHOCOLATE', 'MANGO', 'AVOCADO']"
219,netral,energi,light,sedang,dingin,high,"['STRAWBERRY', 'MOCHACCINO', 'LEMON SQUASH', 'KOPI SUSU', 'TEH HIJAU', 'SANGER']"
220,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['CHOCOLATE', 'VARIASI PINK', 'LEMON SQUASH', 'MACCHIATO', 'KOPI SUSU']"
221,pahit,manis,heavy,sedang,bebas,high,"['KOPI SUSU', 'TEH STRAWBERRY', 'CAPPUCCINO', 'KOPI GULA AREN', 'KOPI SODA', 'JAHE MERAH']"
222,netral,menyegarkan,creamy,sedang,panas,mid,"['VARIASI PINK', 'MOCHACCINO', 'KOPI GULA AREN', 'TEH JAHE SEREH', 'TEH HIJAU']"
223,pahit,manis,bubbly,tinggi,panas,high,"['MACCHIATO', 'AMERICANO', 'TEH HIJAU', 'TEH LECI', 'TEH', 'ESPRESSO']"
224,manis,energi,creamy,non-kafein,bebas,mid,"['STRAWBERRY', 'AVOCADO', 'BANANA']"
225,manis,manis,light,non-kafein,panas,low,"['AVOCADO', 'CRUNCHY CREAMY', 'BISCOFFEE', 'KOPI GULA AREN']"
226,manis,menyegarkan,creamy,non-kafein,dingin,mid,"['MANGO', 'CRUNCHY CREAMY', 'BISCOFFEE', 'CHOCOLATE', 'STRAWBERRY']"
227,asam,energi,light,non-kafein,bebas,high,"['LYCHEE SQUASH', 'LEMON SQUASH', 'LEMON KISS']"
228,pahit,rileks,heavy,tinggi,bebas,high,"['MOCHACCINO', 'MACCHIATO', 'TEH JAHE SEREH', 'TEH']"
229,pahit,manis,heavy,sedang,bebas,mid,"['TEH JAHE', 'TEH HIJAU', 'TEH SEREH', 'BISCOFFEE', 'MOCHACCINO', 'KOPI SODA']"
230,manis,manis,creamy,non-kafein,bebas,bebas,"['MANGO', 'BISCOFFEE', 'TEH', 'STRAWBERRY', 'CHOCOLATE', 'CRUNCHY CREAMY']"
231,manis,rileks,creamy,rendah,bebas,high,"['KOPI GULA AREN', 'BANANA', 'STRAWBERRY', 'MANGO']"
232,asam,menyegarkan,light,non-kafein,dingin,low,"['TELANG SQUASH', 'LYCHEE SQUASH', 'BERRY SQUASH', 'LEMON SQUASH']"
233,asam,energi,bubbly,rendah,dingin,mid,"['LEMON SQUASH', 'TEH JAHE', 'STRAWBERRY']"
234,netral,energi,creamy,rendah,panas,high,"['LEMON KISS', 'STRAWBERRY', 'KOPI LEMON', 'SANGER', 'TEH STRAWBERRY']"
235,asam,menyegarkan,bubbly,rendah,bebas,low,"['LYCHEE SQUASH', 'BERRY SQUASH', 'AMERICANO']"
236,manis,menyegarkan,creamy,rendah,dingin,bebas,"['BISCOFFEE', 'STRAWBERRY', 'TEH', 'AVOCADO', 'BANANA']"
237,pahit,rileks,heavy,tinggi,panas,mid,"['TEH', 'KOPI GULA AREN', 'MACCHIATO', 'KOPI SODA', 'TEH HIJAU', 'TEH JAHE']"
238,manis,menyegarkan,bubbly,non-kafein,bebas,high,"['BANANA', 'AVOCADO', 'CRUNCHY CREAMY', 'STRAWBERRY', 'MANGO']"
239,asam,menyegarkan,heavy,rendah,dingin,bebas,"['LYCHEE SQUASH', 'CAPPUCCINO', 'SANGER']"
240,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['MANGO', 'LEMON SQUASH', 'BERRY SQUASH']"
241,pahit,energi,creamy,tinggi,panas,bebas,"['KOPI LEMON', 'TEH HIJAU', 'KOPI GULA AREN']"
242,netral,energi,light,sedang,dingin,bebas,"['LEMON KISS', 'MOCHACCINO', 'TEH HIJAU']"
243,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['VARIASI PINK', 'CHOCOLATE', 'LEMON KISS', 'BERRY SQUASH', 'MACCHIATO']"
244,manis,manis,light,non-kafein,bebas,low,"['BANANA', 'CHOCOLATE', 'CRUNCHY CREAMY', 'TEH', 'AVOCADO', 'BISCOFFEE']"
245,manis,rileks,creamy,rendah,dingin,mid,"['BISCOFFEE', 'AVOCADO', 'MANGO']"
246,pahit,rileks,bubbly,tinggi,bebas,low,"['AMERICANO', 'BISCOFFEE', 'TEH SEREH', 'ESPRESSO', 'SANGER']"
247,pahit,energi,creamy,sedang,panas,low,"['MACCHIATO', 'TEH LECI', 'TEH JAHE SEREH', 'KOPI SODA', 'KOPI SUSU']"
248,asam,menyegarkan,bubbly,rendah,dingin,mid,"['KOPI LEMON', 'TEH JAHE', 'AMERICANO', 'BERRY SQUASH', 'SANGER']"
249,manis,manis,creamy,non-kafein,bebas,bebas,"['STRAWBERRY', 'CRUNCHY CREAMY', 'AVOCADO', 'KOPI GULA AREN', 'TEH', 'BISCOFFEE']"
250,asam,menyegarkan,bubbly,sedang,dingin,high,"['TEH LEMON', 'TEH LECI', 'TEH SEREH', 'TEH JAHE']"
251,netral,manis,bubbly,rendah,dingin,bebas,"['TEH STRAWBERRY', 'TEH JAHE', 'TELANG SQUASH', 'SANGER', 'KOPI SUSU', 'KOPI GULA AREN']"
252,pahit,rileks,light,sedang,panas,low,"['TEH', 'MOCHACCINO', 'KOPI LEMON', 'MACCHIATO']"
253,pahit,energi,bubbly,sedang,panas,bebas,"['KOPI SUSU', 'BISCOFFEE', 'TEH LECI', 'TEH LEMON', 'KOPI GULA AREN']"
254,asam,menyegarkan,light,rendah,bebas,low,"['KOPI GULA AREN', 'TEH LEMON', 'LEMON KISS']"
255,netral,energi,light,tinggi,bebas,high,"['STRAWBERRY', 'KOPI SUSU', 'MACCHIATO', 'TEH SEREH', 'LYCHEE SQUASH']"
256,pahit,energi,creamy,sedang,bebas,bebas,"['SANGER', 'KOPI SODA', 'KOPI GULA AREN', 'TEH']"
257,asam,menyegarkan,bubbly,rendah,dingin,high,"['KOPI GULA AREN', 'LEMON SQUASH', 'TELANG SQUASH', 'MANGO', 'STRAWBERRY']"
258,asam,menyegarkan,light,tinggi,dingin,high,"['TEH', 'KOPI LEMON', 'TEH LEMON', 'CAPPUCCINO', 'LEMON KISS']"
259,asam,manis,bubbly,rendah,dingin,mid,"['LEMON SQUASH', 'TEH', 'TEH LEMON', 'CRUNCHY CREAMY', 'TEH JAHE', 'LYCHEE SQUASH']"
260,pahit,energi,bubbly,sedang,dingin,bebas,"['BISCOFFEE', 'KOPI SODA', 'TEH LECI', 'CAPPUCCINO', 'KOPI LEMON', 'TEH JAHE SEREH']"
261,netral,energi,creamy,rendah,dingin,high,"['TEH JAHE SEREH', 'BERRY SQUASH', 'TEH SEREH']"
262,asam,menyegarkan,light,non-kafein,bebas,bebas,"['TELANG SQUASH', 'KOPI LEMON', 'TEH LEMON', 'MANGO']"
263,manis,rileks,creamy,rendah,bebas,mid,"['BISCOFFEE', 'MANGO', 'BANANA', 'CRUNCHY CREAMY']"
264,asam,menyegarkan,light,rendah,dingin,mid,"['KOPI LEMON', 'MANGO', 'BERRY SQUASH', 'LYCHEE SQUASH', 'LEMON KISS', 'TEH LECI']"
265,asam,menyegarkan,light,rendah,dingin,high,"['BERRY SQUASH', 'LEMON SQUASH', 'LEMON KISS', 'TEH LECI', 'AMERICANO']"
266,netral,energi,creamy,non-kafein,panas,high,"['TEH LECI', 'KOPI LEMON', 'LEMON KISS', 'TEH JAHE']"
267,netral,energi,light,tinggi,dingin,mid,"['BERRY SQUASH', 'KOPI SUSU', 'KOPI GULA AREN']"
268,netral,energi,creamy,rendah,dingin,high,"['TEH LECI', 'TEH JAHE', 'STRAWBERRY']"
269,asam,menyegarkan,light,rendah,panas,bebas,"['LYCHEE SQUASH', 'TEH LEMON', 'MACCHIATO', 'TEH', 'KOPI LEMON']"
270,manis,rileks,creamy,rendah,bebas,mid,"['CHOCOLATE', 'CRUNCHY CREAMY', 'BISCOFFEE', 'STRAWBERRY']"
271,manis,rileks,creamy,non-kafein,dingin,mid,"['MANGO', 'BANANA', 'TEH', 'KOPI GULA AREN']"
272,netral,energi,creamy,tinggi,dingin,low,"['LYCHEE SQUASH', 'TEH', 'KOPI GULA AREN', 'TEH HIJAU']"
273,pahit,rileks,bubbly,tinggi,bebas,high,"['TEH SEREH', 'KOPI LEMON', 'MACCHIATO', 'TEH LEMON', 'JAHE MERAH', 'ESPRESSO']"
274,netral,energi,light,sedang,dingin,mid,"['LYCHEE SQUASH', 'TEH STRAWBERRY', 'TEH']"
275,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['STRAWBERRY', 'JAHE MERAH', 'MACCHIATO', 'LYCHEE SQUASH', 'LEMON SQUASH', 'TELANG SQUASH']"
276,pahit,rileks,bubbly,sedang,panas,mid,"['TEH LECI', 'TEH JAHE', 'MOCHACCINO']"
277,netral,rileks,light,rendah,bebas,low,"['STRAWBERRY', 'LEMON KISS', 'KOPI LEMON', 'SANGER']"
278,pahit,rileks,light,sedang,bebas,high,"['AMERICANO', 'KOPI GULA AREN', 'JAHE MERAH', 'KOPI SODA', 'KOPI LEMON', 'SANGER']"
279,netral,menyegarkan,bubbly,sedang,panas,bebas,"['BERRY SQUASH', 'TEH SEREH', 'STRAWBERRY', 'TEH STRAWBERRY', 'TELANG SQUASH']"
280,asam,menyegarkan,light,non-kafein,dingin,high,"['TELANG SQUASH', 'LYCHEE SQUASH', 'LEMON SQUASH', 'STRAWBERRY', 'CRUNCHY CREAMY', 'JAHE MERAH']"
281,netral,energi,creamy,rendah,dingin,bebas,"['STRAWBERRY', 'MACCHIATO', 'JAHE MERAH']"
282,manis,rileks,bubbly,tinggi,bebas,bebas,"['TEH', 'STRAWBERRY', 'BISCOFFEE', 'BANANA']"
283,netral,rileks,light,tinggi,dingin,high,"['TELANG SQUASH', 'LEMON KISS', 'KOPI GULA AREN', 'BERRY SQUASH']"
284,pahit,rileks,bubbly,tinggi,dingin,bebas,"['KOPI GULA AREN', 'BISCOFFEE', 'MOCHACCINO']"
285,asam,menyegarkan,light,rendah,dingin,mid,"['LYCHEE SQUASH', 'TEH LEMON', 'KOPI LEMON']"
286,manis,menyegarkan,bubbly,non-kafein,dingin,bebas,"['CRUNCHY CREAMY', 'CHOCOLATE', 'TEH', 'BISCOFFEE', 'MANGO']"
287,pahit,rileks,heavy,tinggi,panas,bebas,"['TEH JAHE', 'TEH LECI', 'CAPPUCCINO', 'KOPI LEMON', 'MOCHACCINO', 'BISCOFFEE']"
288,asam,menyegarkan,light,rendah,bebas,low,"['LYCHEE SQUASH', 'MACCHIATO', 'LEMON KISS']"
289,netral,menyegarkan,creamy,sedang,bebas,low,"['LYCHEE SQUASH', 'TEH SEREH', 'JAHE MERAH', 'KOPI GULA AREN', 'BERRY SQUASH']"
290,netral,rileks,light,sedang,dingin,low,"['JAHE MERAH', 'LEMON SQUASH', 'TEH STRAWBERRY', 'VARIASI PINK']"
291,pahit,energi,heavy,sedang,panas,low,"['CAPPUCCINO', 'KOPI SODA', 'KOPI GULA AREN', 'MACCHIATO', 'KOPI LEMON']"
292,manis,manis,creamy,non-kafein,dingin,high,"['CHOCOLATE', 'AVOCADO', 'CRUNCHY CREAMY', 'STRAWBERRY']"
293,netral,rileks,light,non-kafein,bebas,bebas,"['SANGER', 'STRAWBERRY', 'TEH JAHE', 'KOPI SUSU']"
294,asam,menyegarkan,creamy,rendah,bebas,high,"['LYCHEE SQUASH', 'LEMON KISS', 'MACCHIATO']"
295,netral,energi,creamy,rendah,bebas,low,"['TEH LECI', 'KOPI SUSU', 'TEH HIJAU', 'MOCHACCINO']"
296,manis,energi,bubbly,rendah,panas,bebas,"['KOPI GULA AREN', 'TEH', 'BANANA']"
297,pahit,energi,creamy,non-kafein,dingin,low,"['TEH', 'CAPPUCCINO', 'MOCHACCINO', 'KOPI LEMON']"
298,asam,menyegarkan,bubbly,non-kafein,bebas,high,"['VARIASI PINK', 'MACCHIATO', 'LYCHEE SQUASH', 'BERRY SQUASH', 'LEMON SQUASH', 'TELANG SQUASH']"
299,asam,menyegarkan,light,non-kafein,dingin,high,"['VARIASI PINK', 'KOPI LEMON', 'KOPI SUSU', 'AMERICANO', 'TELANG SQUASH']"
300,manis,energi,creamy,rendah,dingin,low,"['KOPI GULA AREN', 'MANGO', 'TEH']"
301,manis,manis,creamy,sedang,panas,low,"['TEH', 'STRAWBERRY', 'BISCOFFEE', 'KOPI GULA AREN']"
302,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['LYCHEE SQUASH', 'AMERICANO', 'AVOCADO', 'MANGO', 'CHOCOLATE', 'BERRY SQUASH']"
303,asam,menyegarkan,light,rendah,dingin,low,"['LEMON SQUASH', 'TEH LEMON', 'LYCHEE SQUASH', 'VARIASI PINK', 'KOPI LEMON']"
304,pahit,energi,light,tinggi,panas,bebas,"['TEH JAHE SEREH', 'BISCOFFEE', 'KOPI SODA', 'MOCHACCINO']"
305,asam,menyegarkan,bubbly,rendah,dingin,mid,"['KOPI LEMON', 'LEMON KISS', 'TEH LECI', 'TEH LEMON', 'TEH SEREH']"
306,asam,menyegarkan,creamy,rendah,dingin,bebas,"['KOPI LEMON', 'LEMON SQUASH', 'BERRY SQUASH', 'STRAWBERRY', 'LYCHEE SQUASH']"
307,manis,manis,bubbly,non-kafein,bebas,bebas,"['CRUNCHY CREAMY', 'BISCOFFEE', 'BANANA', 'MANGO', 'KOPI GULA AREN', 'TEH']"
308,asam,menyegarkan,creamy,non-kafein,dingin,high,"['STRAWBERRY', 'TEH LECI', 'TEH STRAWBERRY', 'BANANA', 'VARIASI PINK']"
309,manis,rileks,heavy,rendah,panas,high,"['KOPI GULA AREN', 'CHOCOLATE', 'MANGO', 'CRUNCHY CREAMY', 'BISCOFFEE']"
310,netral,menyegarkan,light,sedang,bebas,high,"['VARIASI PINK', 'TEH LECI', 'TEH LEMON', 'TEH JAHE', 'MOCHACCINO']"
311,asam,menyegarkan,bubbly,rendah,dingin,low,"['LYCHEE SQUASH', 'KOPI LEMON', 'TEH STRAWBERRY']"
312,pahit,rileks,creamy,tinggi,bebas,low,"['SANGER', 'KOPI GULA AREN', 'TEH LECI', 'TEH JAHE SEREH']"
313,manis,manis,creamy,rendah,panas,low,"['CHOCOLATE', 'TEH', 'STRAWBERRY', 'BISCOFFEE']"
314,asam,menyegarkan,bubbly,non-kafein,panas,bebas,"['TELANG SQUASH', 'LEMON SQUASH', 'MACCHIATO']"
315,pahit,rileks,heavy,tinggi,dingin,mid,"['TEH SEREH', 'AMERICANO', 'MACCHIATO', 'SANGER']"
316,pahit,energi,creamy,non-kafein,panas,high,"['TEH HIJAU', 'CAPPUCCINO', 'KOPI SODA', 'TEH SEREH']"
317,netral,energi,bubbly,non-kafein,bebas,high,"['KOPI GULA AREN', 'TEH LEMON', 'STRAWBERRY']"
318,asam,rileks,light,rendah,dingin,low,"['CHOCOLATE', 'MANGO', 'LYCHEE SQUASH', 'TELANG SQUASH']"
319,manis,rileks,creamy,non-kafein,panas,low,"['CRUNCHY CREAMY', 'STRAWBERRY', 'KOPI GULA AREN', 'AVOCADO']"
320,manis,manis,creamy,non-kafein,bebas,high,"['CHOCOLATE', 'MANGO', 'BISCOFFEE', 'BANANA', 'TEH']"
321,manis,rileks,creamy,non-kafein,panas,low,"['MANGO', 'STRAWBERRY', 'CHOCOLATE', 'TEH']"
322,asam,menyegarkan,light,rendah,dingin,low,"['LEMON SQUASH', 'SANGER', 'MACCHIATO']"
323,netral,rileks,creamy,rendah,bebas,mid,"['LEMON KISS', 'TEH JAHE', 'TEH HIJAU', 'TEH SEREH', 'LEMON SQUASH']"
324,manis,manis,bubbly,tinggi,dingin,bebas,"['TEH', 'BISCOFFEE', 'STRAWBERRY']"
325,manis,energi,bubbly,non-kafein,panas,mid,"['CRUNCHY CREAMY', 'STRAWBERRY', 'KOPI GULA AREN']"
326,asam,menyegarkan,bubbly,non-kafein,dingin,low,"['VARIASI PINK', 'STRAWBERRY', 'KOPI LEMON', 'TEH LECI', 'JAHE MERAH', 'TEH STRAWBERRY']"
327,pahit,energi,heavy,tinggi,bebas,low,"['TEH SEREH', 'TEH LECI', 'AMERICANO', 'TEH', 'SANGER']"
328,asam,menyegarkan,light,rendah,dingin,low,"['LEMON SQUASH', 'KOPI GULA AREN', 'LEMON KISS']"
329,pahit,energi,bubbly,non-kafein,panas,low,"['TEH SEREH', 'KOPI GULA AREN', 'MOCHACCINO', 'TEH JAHE', 'MACCHIATO']"
330,manis,manis,heavy,sedang,dingin,mid,"['KOPI GULA AREN', 'BISCOFFEE', 'MANGO']"
331,pahit,energi,light,sedang,bebas,mid,"['MOCHACCINO', 'TEH JAHE', 'BISCOFFEE']"
332,manis,menyegarkan,creamy,sedang,dingin,mid,"['BISCOFFEE', 'KOPI GULA AREN', 'STRAWBERRY', 'AVOCADO', 'CRUNCHY CREAMY']"
333,manis,rileks,heavy,non-kafein,bebas,bebas,"['STRAWBERRY', 'CRUNCHY CREAMY', 'BANANA', 'CHOCOLATE']"
334,asam,menyegarkan,light,rendah,dingin,low,"['LEMON SQUASH', 'TEH LECI', 'MANGO', 'CAPPUCCINO', 'TEH LEMON', 'BERRY SQUASH']"
335,manis,manis,creamy,non-kafein,dingin,low,"['CRUNCHY CREAMY', 'CHOCOLATE', 'KOPI GULA AREN', 'MANGO']"
336,pahit,energi,heavy,sedang,bebas,bebas,"['TEH LEMON', 'KOPI GULA AREN', 'AMERICANO']"
337,netral,energi,creamy,rendah,bebas,high,"['TEH LECI', 'KOPI SUSU', 'TEH HIJAU']"
338,manis,rileks,creamy,rendah,bebas,bebas,"['CHOCOLATE', 'MANGO', 'AVOCADO', 'STRAWBERRY']"
339,pahit,manis,bubbly,tinggi,dingin,low,"['TEH JAHE', 'TEH SEREH', 'ESPRESSO', 'TEH JAHE SEREH', 'KOPI SODA', 'MACCHIATO']"
340,netral,energi,creamy,sedang,panas,mid,"['KOPI LEMON', 'TEH HIJAU', 'TEH STRAWBERRY']"
341,asam,menyegarkan,light,sedang,panas,low,"['TEH LEMON', 'AMERICANO', 'KOPI LEMON', 'LEMON SQUASH', 'SANGER', 'TEH JAHE SEREH']"
342,netral,energi,light,sedang,bebas,high,"['STRAWBERRY', 'MACCHIATO', 'TEH', 'TEH LECI', 'TEH HIJAU', 'LEMON SQUASH']"
343,manis,rileks,bubbly,non-kafein,bebas,high,"['AVOCADO', 'MANGO', 'CHOCOLATE']"
344,pahit,energi,bubbly,non-kafein,bebas,low,"['TEH HIJAU', 'KOPI SODA', 'TEH JAHE', 'AMERICANO', 'TEH']"
345,pahit,energi,creamy,sedang,dingin,mid,"['ESPRESSO', 'KOPI SUSU', 'SANGER', 'KOPI SODA', 'TEH JAHE SEREH', 'KOPI GULA AREN']"
346,asam,menyegarkan,bubbly,rendah,dingin,mid,"['BERRY SQUASH', 'TELANG SQUASH', 'TEH SEREH', 'KOPI LEMON', 'TEH LEMON']"
347,asam,menyegarkan,light,non-kafein,dingin,bebas,"['TELANG SQUASH', 'KOPI LEMON', 'VARIASI PINK', 'LEMON SQUASH', 'MOCHACCINO']"
348,netral,energi,bubbly,tinggi,dingin,high,"['VARIASI PINK', 'TEH SEREH', 'LYCHEE SQUASH']"
349,manis,rileks,creamy,non-kafein,bebas,mid,"['AVOCADO', 'CHOCOLATE', 'BANANA', 'STRAWBERRY', 'CRUNCHY CREAMY', 'MANGO']"
350,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['VARIASI PINK', 'KOPI LEMON', 'CRUNCHY CREAMY', 'TEH STRAWBERRY', 'AMERICANO', 'LYCHEE SQUASH']"
351,manis,manis,heavy,rendah,dingin,bebas,"['BISCOFFEE', 'MANGO', 'AVOCADO', 'STRAWBERRY', 'TEH']"
352,pahit,energi,creamy,sedang,bebas,mid,"['BISCOFFEE', 'MOCHACCINO', 'KOPI GULA AREN', 'TEH LEMON']"
353,asam,menyegarkan,light,tinggi,dingin,low,"['KOPI LEMON', 'SANGER', 'LEMON KISS', 'AMERICANO', 'TEH LECI']"
354,asam,menyegarkan,light,non-kafein,dingin,mid,"['AVOCADO', 'CHOCOLATE', 'CAPPUCCINO']"
355,manis,energi,creamy,non-kafein,panas,low,"['AVOCADO', 'CHOCOLATE', 'BISCOFFEE']"
356,pahit,energi,bubbly,tinggi,bebas,bebas,"['ESPRESSO', 'TEH SEREH', 'KOPI LEMON', 'AMERICANO', 'KOPI SUSU', 'MACCHIATO']"
357,asam,menyegarkan,creamy,rendah,dingin,mid,"['LEMON SQUASH', 'TEH LEMON', 'CAPPUCCINO']"
358,pahit,rileks,heavy,sedang,bebas,bebas,"['CAPPUCCINO', 'SANGER', 'TEH', 'KOPI GULA AREN', 'ESPRESSO']"
359,pahit,rileks,light,sedang,panas,bebas,"['MACCHIATO', 'AMERICANO', 'ESPRESSO', 'TEH LECI', 'CAPPUCCINO', 'TEH JAHE']"
360,manis,manis,light,non-kafein,panas,high,"['CHOCOLATE', 'BANANA', 'CRUNCHY CREAMY', 'BISCOFFEE', 'KOPI GULA AREN', 'MANGO']"
361,manis,rileks,heavy,tinggi,dingin,high,"['BISCOFFEE', 'CRUNCHY CREAMY', 'TEH', 'KOPI GULA AREN']"
362,pahit,rileks,bubbly,tinggi,bebas,low,"['CAPPUCCINO', 'TEH LEMON', 'TEH HIJAU']"
363,pahit,energi,creamy,sedang,dingin,low,"['TEH JAHE', 'CAPPUCCINO', 'BISCOFFEE']"
364,netral,energi,light,non-kafein,bebas,high,"['TEH JAHE', 'TEH HIJAU', 'JAHE MERAH', 'TEH LEMON', 'LYCHEE SQUASH', 'TEH LECI']"
365,netral,energi,heavy,non-kafein,panas,bebas,"['TEH JAHE', 'VARIASI PINK', 'LEMON SQUASH']"
366,asam,menyegarkan,bubbly,rendah,dingin,low,"['LYCHEE SQUASH', 'TEH STRAWBERRY', 'STRAWBERRY', 'LEMON SQUASH', 'KOPI LEMON', 'LEMON KISS']"
367,manis,manis,creamy,rendah,bebas,low,"['BISCOFFEE', 'MANGO', 'KOPI GULA AREN', 'CHOCOLATE', 'CRUNCHY CREAMY', 'BANANA']"
368,netral,rileks,heavy,rendah,bebas,high,"['JAHE MERAH', 'TEH JAHE', 'STRAWBERRY', 'TEH STRAWBERRY']"
369,netral,rileks,light,rendah,dingin,mid,"['JAHE MERAH', 'TEH LEMON', 'LEMON SQUASH', 'BERRY SQUASH']"
370,netral,rileks,light,sedang,dingin,low,"['JAHE MERAH', 'STRAWBERRY', 'SANGER', 'TEH LECI', 'KOPI SUSU']"
371,pahit,rileks,creamy,tinggi,bebas,high,"['ESPRESSO', 'TEH SEREH', 'TEH', 'AMERICANO', 'CAPPUCCINO', 'SANGER']"
372,manis,manis,heavy,non-kafein,bebas,high,"['CHOCOLATE', 'MANGO', 'KOPI GULA AREN', 'TEH', 'CRUNCHY CREAMY', 'AVOCADO']"
373,manis,menyegarkan,creamy,rendah,dingin,mid,"['KOPI GULA AREN', 'MANGO', 'BISCOFFEE', 'CRUNCHY CREAMY', 'STRAWBERRY']"
374,asam,menyegarkan,bubbly,rendah,dingin,high,"['LEMON SQUASH', 'KOPI LEMON', 'KOPI GULA AREN', 'MACCHIATO', 'TEH STRAWBERRY']"
375,manis,rileks,creamy,non-kafein,panas,low,"['BANANA', 'BISCOFFEE', 'STRAWBERRY']"
376,asam,menyegarkan,heavy,non-kafein,dingin,mid,"['LYCHEE SQUASH', 'MANGO', 'TEH HIJAU', 'TEH LECI', 'ESPRESSO']"
